,Job Title,Location,Date,Link,Job Attributes,Job Description
33,Residential Counselor - Relief/Per-Diem,"Walpole, MA",Apr 24,https://boston.craigslist.org/sob/npo/d/walpole-residential-counselor-relief/7113124782.html,"
compensation: $15/hr

employment type: part-time

non-profit organization

","

QR Code Link to This Post


The Home in Walpole, a vocationally focused program, is looking for Relief/Per-Diem Residential Counselors to make a difference in the lives of youth who have experienced trauma and/or who have significant emotional and behavioral challenges.

How You Will Be Making a Difference

Join a dynamic team of professionals implementing our trauma informed care model.
Support youth in developing the skills they need to successfully transition home to families.
Teach age appropriate life skills, coping skills, and social skills through modeling, counseling, and other techniques.
Participate in groups and activities designed to enhance youth growth and development.
Participate in both on-site and off-site recreational/educational activities.
Maintain a safe and supportive environment.
The Home offers extensive training and support to all new staff and many opportunities for career and professional development.

Qualifications

Prior experience working with youth
HS diploma or equivalency, Bachelor's degree preferred
A passion for making a positive impact on the lives of youth



TO APPLY PLEASE CLICK HERE"
34,Career Coach,South Boston,Apr 23,https://boston.craigslist.org/gbs/npo/d/south-boston-career-coach/7112850367.html,"
compensation: This is a full-time permanent role. Salary is based on experience.

employment type: full-time

","

QR Code Link to This Post


Leddy Group is seeking a mission-driven Career Coach for a non-profit in South Boston. This individual will provide one-on-one coaching and workshops to participants. 

Primary duties of the Career Coach:
-Provide one-on-one individualized coaching that empowers and supports while focusing on the strengths of the participant
-Facilitate weekly workshops for up to 20 participants, while ensuring that all participants are engaged and have a strong grasp of workshop content
-Collaborate with Program Manager to adapt and refine preexisting curricula
-Work with Program Manager and partner organizations on intake and retention, ensuring that enrollment, performance, and completion benchmarks are met
-Record and report program outcomes and statistics

Qualifications of Career Coach:
-Mission-driven individual with strong commitment to community
-Ability to motivate and excite participants to achieve their goals
-Culturally competent, and possessing openness and respect for others' cultures, identities, and lived experiences
-Bachelor's degree
-Driver's license
-Proficiency with Microsoft Office products

Preferred Qualifications:
-Salesforce experience
-Multilingual (Spanish or Portuguese preferred)

Additional information:
-This is a full-time permanent role. 
-Requires schedule flexibility to work some nights and/or weekends
-Ability to travel statewide

We are here to help! Leddy Group offers phone & video interviews/meetings during this time of social distancing. We cant wait to virtually meet you!

About Leddy Group

We are Leddy Group… a privately owned, regional staffing company serving NH, ME, VT & northern MA. One great brand… multiple specialties in accounting and finance, administrative and executive assistants, engineering, human resources, industrial and skilled manufacturing, and office support and customer service.

At Leddy Group we combine a consistency of values and traits with a singular standard for quality and best practices. We hold each other accountable to those standards, measure success by the quality of our outcomes, and establish goals based on continuous improvement metrics. This is the compass which leads us to put the right people in the right places. Methodology and process to assess skills and experience. Focusing on fit, company, and culture.

The success of our team is based on the success of our outcomes and your satisfaction. Period. Do what you love … love what you do. Put people first … always.    "
35,Community Discharge Specialist,"Waltham, MA",Apr 23,https://boston.craigslist.org/gbs/npo/d/waltham-community-discharge-specialist/7112596877.html,"
compensation: Competitive salary

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Springwell is seeking a hard-working and compassionate individual to join its Interdisciplinary Team that assists residents of nursing facilities in returning to the community.
Position Description:
The Community Discharge Specialist help residents of nursing facilities identify barriers to discharge and works with the resident, family, and nursing facility staff to overcome obstacles and assist with discharge planning.  Barriers to address may include housing, medication management, mental health issues or in-home services. The Discharge Specialist also assesses needs and eligibility for government subsidized services, creates care plans and coordinates services.  
Our ideal candidate will be committed to the philosophy of self-determination and support a consumer's choice in where to receive services.
Qualifications:
Bachelor's Degree required.  Degree in Social Work, human services, nursing, psychology, sociology or related field preferred. Candidates with a degree in another discipline must demonstrate experience and/or strong interest in the field of human services via previous employment, internship, volunteer activity and/or additional studies.
Strong desire to provide support to seniors and individuals with disabilities who want to transition from a nursing facility.
One year of experience transitioning individuals from a nursing facility or long-stay hospital to community-based settings preferred.
Private, reliable car and current driver's license
Benefits:
3 weeks of vacation in first year
Birthday off
11 paid holidays
2 paid floating holidays
Company Profile 
At Springwell, we are serious about our mission. For more than 37 years, our staff has worked to help ensure that seniors and individuals with disabilities have the village they need and the support that is necessary for them to live at home with dignity and independence.
We are also serious about our employees. We are focused on creating a supportive, open environment that values the people who make a difference - each, and every member of our staff. 
We believe in: 
Accountability: At every level of the organization we are accountable: to the people we serve, to our funders, to our employees, to community professionals who rely on our support.
Continuous Quality Improvement: We honor the fact that each of us is human, and we embrace a desire to examine the value and quality of our work and ask how we can provide a higher quality of service.
Transparency: While we don't claim to be 100% transparent (there are certain things, like salaries and performance evaluations that are private) we continuously strive to be as open as possible.
Balance: Life is a give and take, as is work. We are always examining that balance. Today, we have yoga classes on-site twice a week. We are exploring offering a Weight Watchers meeting. And afternoon meditation is under consideration. If there is a holiday to celebrate we have a party. This year, we built a dedicated lactation room for new moms. We are committed to listening to our staff, and examining and re-balancing our work environment.

For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://springwell.applicantpro.com/jobs/1391025-143011.html "
36,Social Worker  - Benefits include student loan pay-down assistance,Springfield,Apr 23,https://boston.craigslist.org/bmw/npo/d/west-springfield-social-worker-benefits/7112575552.html,"
compensation: Commensurate with experience.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Social workers apply a child-centered, family-focused, trauma-informed approach to working with children and families. Social workers do this by providing therapeutic interventions, advocacy, counseling, guidance and community connections. Social workers carry caseloads of children and others carry caseloads of foster families based on the needs of the program.  Individuals and families served include children, foster families, birth families, kinship caregivers. Social workers are responsible for ensuring child safety and well-being, as well as quality foster care in accordance with out-of-home placement practices, DCF policies and EEC regulations.  

BENEFITS
HopeWell offers a comprehensive total rewards package that values employee wellness, work-life balance, and continuous learning. Benefits include student loan pay-down assistance, tuition reimbursement, funding for professional development, as well as a full suite of healthcare benefits, and generous paid-time-off.

KEY RESPONSIBILITIES
  * Conduct ongoing clinical assessments and evaluations of children’s and foster parents’ progress and needs.   
  * In conjunction with the treatment team, develop a written treatment plan for each child outlining specific goals and when/how these goals will be met. 
  * Maintain case files and documentation for children, foster families and biological families in accordance with state regulations and agency policies.
  * Visit with children weekly and foster parents monthly or as needed based on policy and/or demands.
  * In conjunction with the DCF, provide support and consultation to the biological families of foster children to enhance the child’s relationship with family members.  Encourage regular contact and visitation between children and family members as indicated in the case plan.  Seek to involve family members in plans and decisions regarding the child.
  * Collaborate with DCF, community organizations and service providers as appropriate. 
  * Recruit, screen, study, approve and monitor foster homes to ensure safe, quality care and compliance with policies. 
  * Participate in the coordination and implementation of a training schedule for youths, foster parents, and caregivers.
  * Attend all necessary meetings including Foster Care Reviews, treatment planning meetings, intake and discharge planning meetings. 
  * Provide transportation for children to visits, appointments, court, meetings, school, work, etc. as needed.
  * Assist with recruitment events, appreciation celebrations, group activities, and any other HopeWell events. 
  * Participate in after hours on-call system to include routine 48 hour visits, emergency response, hospital coverage, and unexpected needs that arise.
  * Conduct children’s and foster parents’ file reviews to monitor compliance with EEC regulations.
  * Maintain and submit required reporting logs as requested by Central Office.  
  * Facilitate support group and training for foster parents as needed.
  * Provide all pertinent paperwork, receipts and necessary information to ensure timely and accurate processing of billing, reimbursements, client support expenses, purchases, etc.

QUALIFICATIONS
  * Bachelor’s or higher degree in social work or related field required. Master’s Degree preferred
  * Social work experience with children and families required
  * Minimum of one-years’ experience providing case management and/or counseling services to children, adolescents and families
  * Eligibility for Massachusetts Social Work License required (Not Applicable in the state of Connecticut)
  * High level accuracy and personal accountability for the quality and impact of work 
  * Excellent communication skills, professional demeanor, sound judgment, and strong organizational skills 
  * A high level of professionalism in work and interpersonal interactions with both internal and external contacts, presents to others as organized, informed, and approachable
  * Detail Oriented: Capable of carrying out a given task with all details necessary to get the task done well; 
Reliable and dependable
  *Team Player: Works well as a member of a group 
  * Driver’s license and vehicle required
ability to work with diverse populations. 
  * Proficient in basic computer skills and Microsoft Office. Ability to navigate and document in clinical computerized patient care records.

OTHER REQUIREMENTS
  * Clearing of background checks as required by state and federal law.
"
37,Spanish Speaking Social Worker  - Great Benefits,"Methuen, MA",Apr 23,https://boston.craigslist.org/nos/npo/d/methuen-spanish-speaking-social-worker/7112574407.html,"
compensation: Commensurate with experience.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Social workers apply a child-centered, family-focused, trauma-informed approach to working with children and families. Social workers do this by providing therapeutic interventions, advocacy, counseling, guidance and community connections. Social workers carry caseloads of children and others carry caseloads of foster families based on the needs of the program.  Individuals and families served include children, foster families, birth families, kinship caregivers. Social workers are responsible for ensuring child safety and well-being, as well as quality foster care in accordance with out-of-home placement practices, DCF policies and EEC regulations.  

BENEFITS
HopeWell offers a comprehensive total rewards package that values employee wellness, work-life balance, and continuous learning. Benefits include student loan pay-down assistance, tuition reimbursement, funding for professional development, as well as a full suite of healthcare benefits, and generous paid-time-off.

KEY RESPONSIBILITIES
  * Conduct ongoing clinical assessments and evaluations of children’s and foster parents’ progress and needs.   
  * In conjunction with the treatment team, develop a written treatment plan for each child outlining specific goals and when/how these goals will be met. 
  * Maintain case files and documentation for children, foster families and biological families in accordance with state regulations and agency policies.
  * Visit with children weekly and foster parents monthly or as needed based on policy and/or demands.
  * In conjunction with the DCF, provide support and consultation to the biological families of foster children to enhance the child’s relationship with family members.  Encourage regular contact and visitation between children and family members as indicated in the case plan.  Seek to involve family members in plans and decisions regarding the child.
  * Collaborate with DCF, community organizations and service providers as appropriate. 
  * Recruit, screen, study, approve and monitor foster homes to ensure safe, quality care and compliance with policies. 
  * Participate in the coordination and implementation of a training schedule for youths, foster parents, and caregivers.
  * Attend all necessary meetings including Foster Care Reviews, treatment planning meetings, intake and discharge planning meetings. 
  * Provide transportation for children to visits, appointments, court, meetings, school, work, etc. as needed.
  * Assist with recruitment events, appreciation celebrations, group activities, and any other HopeWell events. 
  * Participate in after hours on-call system to include routine 48 hour visits, emergency response, hospital coverage, and unexpected needs that arise.
  * Conduct children’s and foster parents’ file reviews to monitor compliance with EEC regulations.
  * Maintain and submit required reporting logs as requested by Central Office.  
  * Facilitate support group and training for foster parents as needed.
  * Provide all pertinent paperwork, receipts and necessary information to ensure timely and accurate processing of billing, reimbursements, client support expenses, purchases, etc.

QUALIFICATIONS
  * Bachelor’s or higher degree in social work or related field required. Master’s Degree preferred
  * Social work experience with children and families required
  * Minimum of one-years’ experience providing case management and/or counseling services to children, adolescents and families
  * Eligibility for Massachusetts Social Work License required (Not Applicable in the state of Connecticut)
  * High level accuracy and personal accountability for the quality and impact of work 
  * Excellent communication skills, professional demeanor, sound judgment, and strong organizational skills 
  * A high level of professionalism in work and interpersonal interactions with both internal and external contacts, presents to others as organized, informed, and approachable
  * Detail Oriented: Capable of carrying out a given task with all details necessary to get the task done well; 
Reliable and dependable
  *Team Player: Works well as a member of a group 
  * Driver’s license and vehicle required
ability to work with diverse populations. 
  * Proficient in basic computer skills and Microsoft Office. Ability to navigate and document in clinical computerized patient care records.

OTHER REQUIREMENTS
  * Clearing of background checks as required by state and federal law.
"
38,Social Worker  - Benefits include student loan pay-down assistance,Roxbury,Apr 23,https://boston.craigslist.org/gbs/npo/d/roxbury-social-worker-benefits-include/7112573848.html,"
compensation: Commensurate with experience.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Social workers apply a child-centered, family-focused, trauma-informed approach to working with children and families. Social workers do this by providing therapeutic interventions, advocacy, counseling, guidance and community connections. Social workers carry caseloads of children and others carry caseloads of foster families based on the needs of the program.  Individuals and families served include children, foster families, birth families, kinship caregivers. Social workers are responsible for ensuring child safety and well-being, as well as quality foster care in accordance with out-of-home placement practices, DCF policies and EEC regulations.  

BENEFITS
HopeWell offers a comprehensive total rewards package that values employee wellness, work-life balance, and continuous learning. Benefits include student loan pay-down assistance, tuition reimbursement, funding for professional development, as well as a full suite of healthcare benefits, and generous paid-time-off.

KEY RESPONSIBILITIES
  * Conduct ongoing clinical assessments and evaluations of children’s and foster parents’ progress and needs.   
  * In conjunction with the treatment team, develop a written treatment plan for each child outlining specific goals and when/how these goals will be met. 
  * Maintain case files and documentation for children, foster families and biological families in accordance with state regulations and agency policies.
  * Visit with children weekly and foster parents monthly or as needed based on policy and/or demands.
  * In conjunction with the DCF, provide support and consultation to the biological families of foster children to enhance the child’s relationship with family members.  Encourage regular contact and visitation between children and family members as indicated in the case plan.  Seek to involve family members in plans and decisions regarding the child.
  * Collaborate with DCF, community organizations and service providers as appropriate. 
  * Recruit, screen, study, approve and monitor foster homes to ensure safe, quality care and compliance with policies. 
  * Participate in the coordination and implementation of a training schedule for youths, foster parents, and caregivers.
  * Attend all necessary meetings including Foster Care Reviews, treatment planning meetings, intake and discharge planning meetings. 
  * Provide transportation for children to visits, appointments, court, meetings, school, work, etc. as needed.
  * Assist with recruitment events, appreciation celebrations, group activities, and any other HopeWell events. 
  * Participate in after hours on-call system to include routine 48 hour visits, emergency response, hospital coverage, and unexpected needs that arise.
  * Conduct children’s and foster parents’ file reviews to monitor compliance with EEC regulations.
  * Maintain and submit required reporting logs as requested by Central Office.  
  * Facilitate support group and training for foster parents as needed.
  * Provide all pertinent paperwork, receipts and necessary information to ensure timely and accurate processing of billing, reimbursements, client support expenses, purchases, etc.

QUALIFICATIONS
  * Bachelor’s or higher degree in social work or related field required. Master’s Degree preferred
  * Social work experience with children and families required
  * Minimum of one-years’ experience providing case management and/or counseling services to children, adolescents and families
  * Eligibility for Massachusetts Social Work License required (Not Applicable in the state of Connecticut)
  * High level accuracy and personal accountability for the quality and impact of work 
  * Excellent communication skills, professional demeanor, sound judgment, and strong organizational skills 
  * A high level of professionalism in work and interpersonal interactions with both internal and external contacts, presents to others as organized, informed, and approachable
  * Detail Oriented: Capable of carrying out a given task with all details necessary to get the task done well; 
Reliable and dependable
  *Team Player: Works well as a member of a group 
  * Driver’s license and vehicle required
ability to work with diverse populations. 
  * Proficient in basic computer skills and Microsoft Office. Ability to navigate and document in clinical computerized patient care records.

OTHER REQUIREMENTS
  * Clearing of background checks as required by state and federal law.
"
39,Social Worker  - Benefits include student loan pay-down assistance,"Taunton, MA",Apr 23,https://boston.craigslist.org/sob/npo/d/east-taunton-social-worker-benefits/7112572720.html,"
compensation: Commensurate with experience.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Social workers apply a child-centered, family-focused, trauma-informed approach to working with children and families. Social workers do this by providing therapeutic interventions, advocacy, counseling, guidance and community connections. Social workers carry caseloads of children and others carry caseloads of foster families based on the needs of the program.  Individuals and families served include children, foster families, birth families, kinship caregivers. Social workers are responsible for ensuring child safety and well-being, as well as quality foster care in accordance with out-of-home placement practices, DCF policies and EEC regulations.  

BENEFITS
HopeWell offers a comprehensive total rewards package that values employee wellness, work-life balance, and continuous learning. Benefits include student loan pay-down assistance, tuition reimbursement, funding for professional development, as well as a full suite of healthcare benefits, and generous paid-time-off.

KEY RESPONSIBILITIES
  * Conduct ongoing clinical assessments and evaluations of children’s and foster parents’ progress and needs.   
  * In conjunction with the treatment team, develop a written treatment plan for each child outlining specific goals and when/how these goals will be met. 
  * Maintain case files and documentation for children, foster families and biological families in accordance with state regulations and agency policies.
  * Visit with children weekly and foster parents monthly or as needed based on policy and/or demands.
  * In conjunction with the DCF, provide support and consultation to the biological families of foster children to enhance the child’s relationship with family members.  Encourage regular contact and visitation between children and family members as indicated in the case plan.  Seek to involve family members in plans and decisions regarding the child.
  * Collaborate with DCF, community organizations and service providers as appropriate. 
  * Recruit, screen, study, approve and monitor foster homes to ensure safe, quality care and compliance with policies. 
  * Participate in the coordination and implementation of a training schedule for youths, foster parents, and caregivers.
  * Attend all necessary meetings including Foster Care Reviews, treatment planning meetings, intake and discharge planning meetings. 
  * Provide transportation for children to visits, appointments, court, meetings, school, work, etc. as needed.
  * Assist with recruitment events, appreciation celebrations, group activities, and any other HopeWell events. 
  * Participate in after hours on-call system to include routine 48 hour visits, emergency response, hospital coverage, and unexpected needs that arise.
  * Conduct children’s and foster parents’ file reviews to monitor compliance with EEC regulations.
  * Maintain and submit required reporting logs as requested by Central Office.  
  * Facilitate support group and training for foster parents as needed.
  * Provide all pertinent paperwork, receipts and necessary information to ensure timely and accurate processing of billing, reimbursements, client support expenses, purchases, etc.

QUALIFICATIONS
  * Bachelor’s or higher degree in social work or related field required. Master’s Degree preferred
  * Social work experience with children and families required
  * Minimum of one-years’ experience providing case management and/or counseling services to children, adolescents and families
  * Eligibility for Massachusetts Social Work License required (Not Applicable in the state of Connecticut)
  * High level accuracy and personal accountability for the quality and impact of work 
  * Excellent communication skills, professional demeanor, sound judgment, and strong organizational skills 
  * A high level of professionalism in work and interpersonal interactions with both internal and external contacts, presents to others as organized, informed, and approachable
  * Detail Oriented: Capable of carrying out a given task with all details necessary to get the task done well; 
Reliable and dependable
  *Team Player: Works well as a member of a group 
  * Driver’s license and vehicle required
ability to work with diverse populations. 
  * Proficient in basic computer skills and Microsoft Office. Ability to navigate and document in clinical computerized patient care records.

OTHER REQUIREMENTS
  * Clearing of background checks as required by state and federal law.
"
40,Outreach Case Manager (Commercial Sexual Exploitation),Lynn,Apr 20,https://boston.craigslist.org/nos/npo/d/lynn-outreach-case-manager-commercial/7111034737.html,"
compensation: Competitive pay and benefits.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Outreach Worker 
The Outreach Worker is responsible for providing emergency and transitional/ongoing support to girls who have been victims of commercial sexual exploitation.  The Outreach Worker will work closely with the We Rise team to create Care Plans in order to best assist victims of commercial sexual exploitation to leave the life and create positive futures.  This position will be responsible for performing all job duties and descriptions according to program policies and procedures.

Essential Job Functions:
•	Provide a survivor voice to ensure survivor-informed, culturally relevant policies and procedures so that all aspects of service delivery are trauma-informed and evidenced-based.
•	Carry out tasks as part of the public awareness plan; liaise with key community organizations to ensure prompt recognition of victims and referral to the program.
•	Cover the 24/7 hotline according to program schedule.
•	When called, respond in person to administer psychological first aid to girls who are in the life; provide resources, such as Bags of Hope, and emergency aid (food gift certificates, transportation, emergency temporary housing) to offer a path out.
•	Enlist translation services as necessary.
•	Carry a caseload of girls who have chosen to engage in transitional services.  Connect with each girl on caseload in person at least 1X/week; contact girls via phone/technology at least 3x/week.
•	Along with the program team and consultants, create a Care Plan for each girl on caseload to include the provision of housing, healthcare, mental health, educational and vocational services.  Plan also includes CSEC specific supports, such as Mentoring, group, etc.
•	Facilitate referrals to our preferred network to meet service needs; remove obstacles to following through with referrals.
•	Work collaboratively with law enforcement to enhance girls’ safety and aid in prosecution, when appropriate.
•	Responsible for ensuring a robust schedule of services to include survivor-led group counseling, substance abuse peer support, etc.; take the lead in some service provision.
•	Ensure that data is promptly entered into File Maker; review quarterly outcomes data with the team.

Job Requirements
Personal history as a survivor of commercial sexual exploitation as an adolescent or young adult strongly preferred (this may include exploitation through prostitution, stripping, or pornography). A significant length of time in recovery from sexual exploitation (out of the commercial sex industry). A minimum of a high school diploma or GED. A current driver’s license and access to a car. Bilingual in Spanish and English preferred.

This is a great opportunity which offers a competitive benefit package and salary. Interested and qualified applicants should be looking for a rewarding opportunity to grow with an organization in a flexible and fun work environment.  

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a&ccId=19000101_000001&jobId=319355&source=CC2&lang=en_US

"
41,Sales and administration,WATERTOWN,Apr 18,https://boston.craigslist.org/gbs/npo/d/watertown-sales-and-administration/7110280312.html,"
compensation: Depending on experience 15$-17 an hour & up plus possible commission

employment type: part-time

non-profit organization

","

QR Code Link to This Post


Responsibilities

Cold calling customers and face to face meetings with MRO customers in order to close sales

Working on federal and government bids

Sorting through emails, answering phone calls from customers, and answering questions from customers and vendors in a timely manner

Working on and updating Social media, Amazon, Google Ads etc.



*The Ideal Candidate Should Be Able To Multitask

*Make and supply a daily log list of accomplished tasks
Multitask with little supervision

Self-motivated, energetic, and a self-starter

Demonstrate a professional demeanor on the phone and in person

Sales experience helpful, but not required we will train the right individual

Part Time $15.00 -$17.00 per hour plus commission
"
42,$75 M Quantum Energy - Matching Funds,Tempe,Apr 18,https://boston.craigslist.org/sob/npo/d/tempe-75-quantum-energy-matching-funds/7110276340.html,"
compensation: Please provide qualifications and experience

employment type: contract

non-profit organization

","

QR Code Link to This Post


Quantum Energy hardware has arrived. We are the only non-profit in the world that consolidated scientists to answer the continual global cry for Climate Change. Our current global path we are on is not sustainable and Quantum energy and applications are the only real answer. Our team members consist of well-respected seasoned Quantum scientists, authors, and lecturers who graciously acknowledge the past work of Nikola Tesla, Max Planck and a host of quantum masters including those that passed in the more recent years. 

Management has an Institutional background and are also significant donors. They are known by numerous Countries and prominent companies. The Vaccine for COVID-19 has our focus as it should and our world will be changed because of this. Let’s not forget our home - planet earth. It is also sick. Was the COVID-19 an outcome of how we are treating our planet?

The time is now for us to make this shift and return ourselves and our children back to a sense of well-being and a life full of peace and abundance. The people make this decision and our role is the steward to make this happen and ask for your support in this nonprofit challenge.

Our primary focus includes education of a myriad of quantum applications starting with teaching children through all avenues of education, including story books. 100 Acres of land has already been donated for the Research and Educational Center University using online education. 

These Quantum applications replace all forms of CO2 generation our largest immediate challenge. Chemistry changes in the nanoworld and it applies to all forms of travel (including space), soil, food, water, AI and a myriad of so many more restorative applications. International University reports even show indicators of clearing nuclear contamination. Another University report with energy performance.

The achievements to date consist of operable functioning equipment, prototypes, and proof of concepts, university studies, patents issued and pending. This investment donation phase has been broken down into separate use of funds into 4 technologies each with many applications to hedge any perceived risk or doubts. 

In our end of life decisions there is no greater act of Love and fulfilling our sense of purpose than supporting our children’s future and protect them. It is the fundamental goal and we feel that obligation from our entire team and ask you to join us.

Our minimum goal is $75 Million in matching asset cash funds. Small donations are accepted and Grant writers come please join us. We also will provide the appropriate IRS donation certificate. If you choose to be a part of our goals we look forward to hearing from you. Those who respond, please respectfully identify your role and authority with your fund which will be held under the strictest confidentiality. Curiosity seekers please avoid answering. What you can do is notify candidates that would want to know about donating to this effort.

See our Director of Development for fundraising compensation and compliance.
"
43,Residential Permanency Youth Counselors-     PRE-ILP,Lynn,Apr 16,https://boston.craigslist.org/nos/npo/d/lynn-residential-permanency-youth/7109199879.html,"
compensation: Competitive Salary & Benefits.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Pre-Independent Living Program- Lynn
Monday-Friday 8AM-5PM Full-Time (Male Candidate)

The Direct Care Staff with Centerboard's Youth Services Programs are an integral part of the residents' treatment team. All staff must be well versed in understanding, creating and maintaining a trauma-informed care and be amendable to function as a generalist in the daily care of clients and their environment. Direct Care Staff must become proficient in understanding and treating the behavioral and emotional deficits of at risk youth. They must provide safety and structure while understanding when and how to intervene and teach new, healthier responses to stress and anxiety.

*Applicants should have experience in a direct care or residential setting as well as working with youth or young 
adults in goal setting and personal development.
*Primary responsibilities include assisting residents with life skills, setting and achieving goals as well as maintaining a safe environment.
*Strong observational skills and the ability to document all aspects of resident's care and progress.
*Strong communication skills and working with minimal supervision is necessary.
*Additional duties include oversight of program residents and shift requirements.
*Applicants with residential experience or advocacy encouraged to apply.
*Centerboard offers competitive salaries and benefit packages.
*If you are looking for a flexible work environment and want to give back to youth in need, this job is for you.

Job requirements include a valid driver's license, a bachelor's degree or some college education preferred. MAP certification is required after 90 days of employment (Centerboard will assist with training & certification). Ability to pass CORI/DCF/SORI Background check. Must complete & pass 3 full days of training.

Interested and qualified applicants should apply through our website online application process by using the link below. Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a

To learn more about Centerboard, please visit www.centerboard.org    "
44,Awake Overnights-Teen Living/Parenting-Melrose,Melrose,Apr 16,https://boston.craigslist.org/gbs/npo/d/melrose-awake-overnights-teen-living/7109197891.html,"
compensation: Competitive Salary & Benefits.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Awake Overnight Opportunities - Teen Living/Parenting Program

Full-Time & Part-Time Shifts:  Chelsea&Melrose (Female Candidates)

Teen Living/Parenting Program Family Advocate:
The advocates are an integral part of the client's treatment/support team who insure that services are coordinated and delivered to resident families in a comprehensive manner. All staff must be well versed in understanding, creating and maintaining a trauma-informed culture and be amenable to function as an active support in the daily care of the clients and their environment. Employees will be required to understand and work with behavioral and emotional deficits. Employees must provide a safe and structured environment while understanding how and when to intervene and TEACH new, healthier coping responses to stress and anxiety.

Seventy five percent of the TLP position includes documentation of meetings, goals, assessments, plans, intakes and any other necessary information. Each TLP employee will directly manage a case load of not more than four resident families. The TLP employee will also be responsible, either as part of the team or while alone on shift, for the safety of all residents and the facility, with requirements of reporting concerns to the necessary parties.

Essential Job Functions:
-Demonstrated understanding and ability to respond to crisis situations using the model of Trauma Informed Care, Behavior Management and/or Collaborative Proactive Solutions.
-Completing all required documentation including but not limited to: intake assessment, Bio Psycho Social, Ebed, weekly meetings, goals, progress notes, treatment plans, referrals and any concerns being addressed.
-Implement individualized treatment plans based on specific needs or goals of each client utilizing community and other available resources.
-Document all shift related reports, communication logs (filemaker), globe with details of shift related incidents or occurrences. Ensure passing on shift and client related information to the next shift.
-Responsible for the safety and security of the teens, children and the facility at all times, by providing structured activities & curriculum based groups.

Overnight specific shift requirements:
-Responsible for hourly rounds/bed checks on all residents throughout the night, insuring safe sleeping and program safety.
-Ensure hourly rounds and client status is documented.
-Clean/stock the facility and common areas.
-Provide morning transportation to youth as needed.
-Remaining awake during the entire shift is required. The appearance of sleeping is not permitted ( ie lying down, eyes closed)

COMPETENCIES AND QUALIFICATIONS:
High School Diploma required and previous experience working with youth or others in a residential setting. A bachelor's degree or some college is preferred. This position requires strong communication and organization skills. Required to pass initial competency evaluation as well as continued assessments of professional development and future trainings. Employees must have a valid driver's license with an acceptable driving record and be willing to use their personal vehicle when Centerboard's vehicles are not available to meet client transportation demands of care or outreach. Individuals are required to connect with youth with healthy relationships and positive interactions.

Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.
Bilingual (Spanish/Portuguese) applicants are encouraged to apply.

Interested and qualified applicants should apply through our website online application process by using the link below.

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a

To learn more about Centerboard, please visit www.centerboard.org    "
